gene	go_term	go_slim_term	cellular_component
che-6	GO:0005886;GO:0016020;GO:0017071;GO:0043025	GO:0005886;GO:0016020;GO:0032991	membrane;plasma membrane;protein-containing complex
che-7	GO:0005886;GO:0005921;GO:0070161;GO:0016020	GO:0005886;GO:0016020;GO:0030054	cell junction;membrane;plasma membrane
chhy-1			
chil-11			
chil-13	GO:0016020	GO:0016020	membrane
chil-15	GO:0016020	GO:0016020	membrane
chil-17	GO:0016020	GO:0016020	membrane
chil-18	GO:0016020	GO:0016020	membrane
chil-2			
chil-23	GO:0016020	GO:0016020	membrane
chil-24			
chil-8			
chin-1	GO:0005938	GO:0005737	cytoplasm
chk-1	GO:0005634;GO:0005737;GO:0048471	GO:0005634;GO:0005737	cytoplasm;nucleus
chk-2	GO:0005634;GO:0005737	GO:0005634;GO:0005737	cytoplasm;nucleus
chkr-2	GO:0005634;GO:0005737	GO:0005634;GO:0005737	cytoplasm;nucleus
chl-1	GO:0005634	GO:0005634	nucleus
chn-1	GO:0005737;GO:0030018	GO:0005737	cytoplasm
cho-1	GO:0005886;GO:0008021;GO:0016020;GO:0030424;GO:0043005;GO:0043025;GO:0045202	GO:0005886;GO:0016020;GO:0031410;GO:0043005;GO:0045202	cytoplasmic vesicle;membrane;neuron projection;plasma membrane;synapse
chp-1			
chpf-1	GO:0005634;GO:0005737;GO:0005886;GO:0016020	GO:0005634;GO:0005737;GO:0005886;GO:0016020	cytoplasm;membrane;nucleus;plasma membrane
chpf-2	GO:0005634;GO:0005737;GO:0005886;GO:0016020	GO:0005634;GO:0005737;GO:0005886;GO:0016020	cytoplasm;membrane;nucleus;plasma membrane
cht-1	GO:0005576	GO:0005576	extracellular region
chtl-1	GO:0016020	GO:0016020	membrane
chup-1	GO:0005764;GO:0005768;GO:0005794;GO:0005886;GO:0016020;GO:0031410	GO:0005764;GO:0005768;GO:0005794;GO:0005886;GO:0016020;GO:0031410	Golgi apparatus;cytoplasmic vesicle;endosome;lysosome;membrane;plasma membrane
cid-1	GO:0000794;GO:0005737;GO:0043186;GO:0048471	GO:0000228;GO:0005737;GO:0043226	cytoplasm;nuclear chromosome;organelle
cin-4	GO:0005634	GO:0005634	nucleus
cisd-1	GO:0005739;GO:0005741;GO:0005789;GO:0016020;GO:0005783;GO:0043231	GO:0005739;GO:0005783;GO:0016020;GO:0043226	endoplasmic reticulum;membrane;mitochondrion;organelle
citk-2	GO:0005737;GO:0005856	GO:0005737;GO:0005856	cytoplasm;cytoskeleton
cka-1	GO:0005737;GO:0005938	GO:0005737	cytoplasm
cka-2	GO:0005737	GO:0005737	cytoplasm
ckb-1	GO:0005737	GO:0005737	cytoplasm
ckb-2	GO:0005737	GO:0005737	cytoplasm
ckb-3	GO:0005737	GO:0005737	cytoplasm
ckb-4	GO:0005737	GO:0005737	cytoplasm
ckc-1	GO:0005737	GO:0005737	cytoplasm
cki-1	GO:0005634	GO:0005634	nucleus
cki-2	GO:0005634	GO:0005634	nucleus
ckk-1	GO:0005634;GO:0005737	GO:0005634;GO:0005737	cytoplasm;nucleus
ckr-1	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
ckr-2	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
cku-70	GO:0005634;GO:0043564	GO:0005634;GO:0032991	nucleus;protein-containing complex
cku-80	GO:0005634;GO:0043564	GO:0005634;GO:0032991	nucleus;protein-containing complex
clc-5	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
cle-1	GO:0005576;GO:0005581;GO:0005587;GO:0005604;GO:0031012;GO:0030054;GO:0045202	GO:0005576;GO:0030054;GO:0031012;GO:0032991;GO:0045202	cell junction;extracellular matrix;extracellular region;protein-containing complex;synapse
clec-150	GO:0009897		
clec-178			
clec-196	GO:0009897		
clec-224	GO:0009897		
clec-83			
clec-86	GO:0009897		
clec-87	GO:0009897		
clec-91	GO:0005576;GO:0009897	GO:0005576	extracellular region
clh-2	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
clh-3	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
clh-4	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
clh-5	GO:0005769;GO:0005794;GO:0005886;GO:0008021;GO:0010008;GO:0016020	GO:0005768;GO:0005794;GO:0005886;GO:0016020;GO:0031410	Golgi apparatus;cytoplasmic vesicle;endosome;membrane;plasma membrane
clh-6	GO:0005765;GO:0016020;GO:0005886;GO:0034707	GO:0005886;GO:0016020;GO:0032991	membrane;plasma membrane;protein-containing complex
clhm-1	GO:0005886;GO:0016020;GO:0034702;GO:0097730	GO:0005886;GO:0005929;GO:0016020;GO:0032991	cilium;membrane;plasma membrane;protein-containing complex
clk-1	GO:0005634;GO:0005739;GO:0005743;GO:0016020;GO:0031314	GO:0005634;GO:0005739;GO:0016020	membrane;mitochondrion;nucleus
cln-3.1	GO:0005737;GO:0005764;GO:0005765;GO:0016020;GO:0005773;GO:0012505	GO:0005737;GO:0005764;GO:0005773;GO:0016020	cytoplasm;lysosome;membrane;vacuole
cln-3.2	GO:0005764;GO:0005765;GO:0016020;GO:0005773;GO:0012505	GO:0005764;GO:0005773;GO:0016020	lysosome;membrane;vacuole
cln-3.3	GO:0005764;GO:0005765;GO:0016020;GO:0005773;GO:0012505	GO:0005764;GO:0005773;GO:0016020	lysosome;membrane;vacuole
clp-1	GO:0005737;GO:0030017;GO:0031430	GO:0005737	cytoplasm
clp-3	GO:0005737	GO:0005737	cytoplasm
clp-4	GO:0005737	GO:0005737	cytoplasm
clp-6	GO:0005737	GO:0005737	cytoplasm
clp-7	GO:0005737	GO:0005737	cytoplasm
clpf-1	GO:0005634	GO:0005634	nucleus
clpp-1	GO:0005739;GO:0005759;GO:0009368	GO:0005739;GO:0032991	mitochondrion;protein-containing complex
clpr-1			
clpr-3			
clpr-4			
clr-1	GO:0005886;GO:0016020;GO:0045202;GO:0098794	GO:0005886;GO:0016020;GO:0045202	membrane;plasma membrane;synapse
cmd-1	GO:0005737;GO:0005813;GO:0005955;GO:0031965;GO:0071944;GO:0072686	GO:0005737;GO:0005815;GO:0016020;GO:0032991;GO:0043226	cytoplasm;membrane;microtubule organizing center;organelle;protein-containing complex
cnb-1	GO:0005737;GO:0005783;GO:0005955;GO:0030017;GO:0055120	GO:0005737;GO:0005783;GO:0032991	cytoplasm;endoplasmic reticulum;protein-containing complex
cnd-1	GO:0005634	GO:0005634	nucleus
cng-1	GO:0005886;GO:0016020;GO:0017071;GO:0034703;GO:0043025	GO:0005886;GO:0016020;GO:0032991	membrane;plasma membrane;protein-containing complex
cng-2	GO:0005886;GO:0016020;GO:0017071;GO:0043025	GO:0005886;GO:0016020;GO:0032991	membrane;plasma membrane;protein-containing complex
cng-3	GO:0005886;GO:0016020;GO:0017071;GO:0097730	GO:0005886;GO:0005929;GO:0016020;GO:0032991	cilium;membrane;plasma membrane;protein-containing complex
cnk-1	GO:0005737;GO:0016020	GO:0005737;GO:0016020	cytoplasm;membrane
cnnm-1	GO:0005886;GO:0016020;GO:0016323	GO:0005886;GO:0016020	membrane;plasma membrane
cnnm-2	GO:0005886;GO:0016020	GO:0005886;GO:0016020	membrane;plasma membrane
cnnm-3	GO:0005886;GO:0016020;GO:0016323	GO:0005886;GO:0016020	membrane;plasma membrane
cnp-2			
cnt-1	GO:0005737;GO:0005768;GO:0005886;GO:0009898;GO:0098592;GO:0016020;GO:0016323;GO:0016324;GO:0031901;GO:0055038	GO:0005737;GO:0005768;GO:0005886;GO:0016020	cytoplasm;endosome;membrane;plasma membrane
cnt-2			
cnx-1	GO:0005737;GO:0005783;GO:0005789;GO:0016020;GO:0031410;GO:0048471	GO:0005737;GO:0005783;GO:0016020;GO:0031410	cytoplasm;cytoplasmic vesicle;endoplasmic reticulum;membrane
coa-3	GO:0005739;GO:0005743;GO:0016020;GO:0031966	GO:0005739;GO:0016020	membrane;mitochondrion
coa-5	GO:0005739	GO:0005739	mitochondrion
coa-7	GO:0005758		
cof-2	GO:0005576;GO:0005615;GO:0016020	GO:0005576;GO:0016020	extracellular region;membrane
cog-1	GO:0005634	GO:0005634	nucleus
cogc-1	GO:0000139;GO:0016020;GO:0005794;GO:0017119	GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;membrane;protein-containing complex
cogc-2	GO:0000139;GO:0016020;GO:0005794;GO:0017119	GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;membrane;protein-containing complex
cogc-3	GO:0000139;GO:0016020;GO:0005783;GO:0005794;GO:0005801;GO:0017119	GO:0005783;GO:0005794;GO:0016020;GO:0032991;GO:0043226	Golgi apparatus;endoplasmic reticulum;membrane;organelle;protein-containing complex
cogc-4	GO:0000139;GO:0016020;GO:0005794;GO:0017119	GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;membrane;protein-containing complex
cogc-5	GO:0017119	GO:0032991	protein-containing complex
cogc-6	GO:0000139;GO:0016020;GO:0005794;GO:0017119	GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;membrane;protein-containing complex
cogc-8	GO:0000139;GO:0016020;GO:0005794;GO:0017119	GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;membrane;protein-containing complex
coh-1	GO:0005634;GO:0005694;GO:0008278	GO:0005634;GO:0005694;GO:0032991	chromosome;nucleus;protein-containing complex
col-104	GO:0005581;GO:0016020	GO:0016020;GO:0032991	membrane;protein-containing complex
col-121	GO:0005581;GO:0016020	GO:0016020;GO:0032991	membrane;protein-containing complex
col-135	GO:0005581;GO:0005587;GO:0031012	GO:0031012;GO:0032991	extracellular matrix;protein-containing complex
col-48	GO:0005581;GO:0016020	GO:0016020;GO:0032991	membrane;protein-containing complex
col-78	GO:0016020	GO:0016020	membrane
col-99	GO:0005581;GO:0005615;GO:0005886;GO:0031012;GO:0031594	GO:0005886;GO:0031012;GO:0032991;GO:0045202	extracellular matrix;plasma membrane;protein-containing complex;synapse
com-1			
cone-1	GO:0000139;GO:0016020;GO:0005794	GO:0005794;GO:0016020	Golgi apparatus;membrane
copa-1	GO:0000139;GO:0016020;GO:0030663;GO:0005737;GO:0005794;GO:0030117;GO:0030126	GO:0005737;GO:0005794;GO:0016020;GO:0032991	Golgi apparatus;cytoplasm;membrane;protein-containing complex
copb-2	GO:0000139;GO:0016020;GO:0030663;GO:0005737;GO:0005794;GO:0030117;GO:0030126;GO:0031410	GO:0005737;GO:0005794;GO:0016020;GO:0031410;GO:0032991	Golgi apparatus;cytoplasm;cytoplasmic vesicle;membrane;protein-containing complex
copg-1	GO:0000139;GO:0016020;GO:0030663;GO:0005737;GO:0005783;GO:0005793;GO:0005794;GO:0030117;GO:0030126;GO:0031410	GO:0005737;GO:0005783;GO:0005794;GO:0016020;GO:0031410;GO:0032991;GO:0043226	Golgi apparatus;cytoplasm;cytoplasmic vesicle;endoplasmic reticulum;membrane;organelle;protein-containing complex
coq-1	GO:0005739;GO:0031314;GO:0032476;GO:0032478	GO:0005739;GO:0032991	mitochondrion;protein-containing complex
coq-2	GO:0005739;GO:0005743;GO:0016020;GO:0031966	GO:0005739;GO:0016020	membrane;mitochondrion
coq-4	GO:0005739;GO:0005743;GO:0016020;GO:0031314	GO:0005739;GO:0016020	membrane;mitochondrion
coq-5	GO:0005739;GO:0005743;GO:0016020;GO:0031314	GO:0005739;GO:0016020	membrane;mitochondrion
coq-6	GO:0005739;GO:0005743;GO:0016020;GO:0031314	GO:0005739;GO:0016020	membrane;mitochondrion
coq-8	GO:0005739	GO:0005739	mitochondrion
cor-1	GO:0005737;GO:0005856	GO:0005737;GO:0005856	cytoplasm;cytoskeleton
cox-10	GO:0005739;GO:0016020;GO:0031966	GO:0005739;GO:0016020	membrane;mitochondrion
cox-11	GO:0005739;GO:0005743;GO:0016020	GO:0005739;GO:0016020	membrane;mitochondrion
cox-15	GO:0005743;GO:0016020	GO:0016020	membrane
cox-16	GO:0005739;GO:0005743;GO:0016020;GO:0031966	GO:0005739;GO:0016020	membrane;mitochondrion
cox-4	GO:0005739;GO:0005743;GO:0045277	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cox-5A	GO:0005739;GO:0005743;GO:0016020;GO:0045277	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cox-5B	GO:0005739;GO:0005740;GO:0045277	GO:0005739;GO:0032991	mitochondrion;protein-containing complex
cox-6A	GO:0005739;GO:0005743;GO:0016020;GO:0045277	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cox-6B	GO:0005739;GO:0016020;GO:0045277	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cox-7C	GO:0005739;GO:0005743;GO:0016020;GO:0045277	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cpb-1	GO:0005634;GO:0005737;GO:0043005;GO:0045202	GO:0005634;GO:0005737;GO:0043005;GO:0045202	cytoplasm;neuron projection;nucleus;synapse
cpb-2	GO:0005634;GO:0005737	GO:0005634;GO:0005737	cytoplasm;nucleus
cpb-3	GO:0005634;GO:0005737;GO:0043005;GO:0045202	GO:0005634;GO:0005737;GO:0043005;GO:0045202	cytoplasm;neuron projection;nucleus;synapse
cpd-2	GO:0005615		
cpf-2	GO:0005634;GO:0005847;GO:0016607	GO:0005634;GO:0032991;GO:0043226	nucleus;organelle;protein-containing complex
cpi-1	GO:0005615;GO:0005737;GO:0031982	GO:0005737;GO:0043226	cytoplasm;organelle
cpi-2	GO:0005576;GO:0005615;GO:0042718;GO:0005737;GO:0031982	GO:0005576;GO:0005737;GO:0043226	cytoplasm;extracellular region;organelle
cpin-1	GO:0005829	GO:0005829	cytosol
cpl-1	GO:0005576;GO:0005615;GO:0031983;GO:0042718;GO:0005737;GO:0005764;GO:0005767;GO:0005768;GO:0036019;GO:0031410;GO:0032010;GO:0045335	GO:0005576;GO:0005737;GO:0005764;GO:0005768;GO:0031410	cytoplasm;cytoplasmic vesicle;endosome;extracellular region;lysosome
cpr-1	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-2	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-3	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-4	GO:0005576;GO:0005615;GO:0005764	GO:0005576;GO:0005764	extracellular region;lysosome
cpr-5	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-6	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-8	GO:0005615;GO:0005764	GO:0005764	lysosome
cpr-9	GO:0005615;GO:0005764	GO:0005764	lysosome
cps-6	GO:0005634;GO:0005739;GO:0005743;GO:0005758	GO:0005634;GO:0005739;GO:0016020	membrane;mitochondrion;nucleus
cpsf-1	GO:0005634;GO:0005847	GO:0005634;GO:0032991	nucleus;protein-containing complex
cpt-1	GO:0005739;GO:0016020;GO:0031966	GO:0005739;GO:0016020	membrane;mitochondrion
cpt-2	GO:0005739	GO:0005739	mitochondrion
cpx-1	GO:0005737;GO:0005829;GO:0030424;GO:0031201;GO:0043195;GO:0045202	GO:0005737;GO:0005829;GO:0032991;GO:0043005;GO:0045202	cytoplasm;cytosol;neuron projection;protein-containing complex;synapse
crb-1	GO:0005576;GO:0005737;GO:0005886;GO:0016020;GO:0032991;GO:0045177	GO:0005576;GO:0005737;GO:0005886;GO:0016020;GO:0032991	cytoplasm;extracellular region;membrane;plasma membrane;protein-containing complex
crh-1	GO:0000785;GO:0005634;GO:0005667	GO:0005634;GO:0032991	nucleus;protein-containing complex
crh-2	GO:0005634	GO:0005634	nucleus
cri-2	GO:0005576;GO:0005615;GO:0031012	GO:0005576;GO:0031012	extracellular matrix;extracellular region
cri-3	GO:0005739;GO:0005759	GO:0005739	mitochondrion
crim-1	GO:0005576;GO:0016020	GO:0005576;GO:0016020	extracellular region;membrane
crld-1	GO:0005783;GO:0005788;GO:0005789;GO:0016020	GO:0005783;GO:0016020	endoplasmic reticulum;membrane
crls-1	GO:0005739;GO:0005743;GO:0016020	GO:0005739;GO:0016020	membrane;mitochondrion
crml-1	GO:0005886;GO:0030027	GO:0005886;GO:0042995	cell projection;plasma membrane
crn-1	GO:0005634;GO:0005654;GO:0005730;GO:0005739	GO:0005634;GO:0005654;GO:0005730;GO:0005739	mitochondrion;nucleolus;nucleoplasm;nucleus
crn-3	GO:0000176;GO:0000178;GO:0005634;GO:0005654;GO:0005730	GO:0005634;GO:0005654;GO:0005730;GO:0032991	nucleolus;nucleoplasm;nucleus;protein-containing complex
crn-6			
crn-7			
crt-1	GO:0005737;GO:0005783;GO:0005788;GO:0005789	GO:0005737;GO:0005783;GO:0016020	cytoplasm;endoplasmic reticulum;membrane
crtc-1	GO:0005634;GO:0005737;GO:0005829	GO:0005634;GO:0005737;GO:0005829	cytoplasm;cytosol;nucleus
csa-1	GO:0000109;GO:0031464	GO:0032991	protein-containing complex
csb-1	GO:0000785;GO:0005634	GO:0005634	nucleus
csk-1	GO:0005886;GO:0005911	GO:0005886;GO:0030054	cell junction;plasma membrane
csn-5	GO:0005634;GO:0005737;GO:0008180;GO:0031672	GO:0005634;GO:0005737;GO:0032991	cytoplasm;nucleus;protein-containing complex
csp-1	GO:0043073	GO:0005634	nucleus
csp-2	GO:0005737;GO:0097179	GO:0005737;GO:0032991	cytoplasm;protein-containing complex
csp-3	GO:0005737	GO:0005737	cytoplasm
csq-1	GO:0005634;GO:0005737;GO:0016324;GO:0016529;GO:0033018;GO:0042383	GO:0005634;GO:0005737;GO:0005783;GO:0005886;GO:0016020	cytoplasm;endoplasmic reticulum;membrane;nucleus;plasma membrane
cst-1	GO:0005737	GO:0005737	cytoplasm
cst-2	GO:0005737	GO:0005737	cytoplasm
ctbp-1	GO:0005634	GO:0005634	nucleus
ctf-4	GO:0031298;GO:0043596	GO:0032991	protein-containing complex
cth-1	GO:0005737	GO:0005737	cytoplasm
cth-2	GO:0005737;GO:0005783	GO:0005737;GO:0005783	cytoplasm;endoplasmic reticulum
ctl-1	GO:0005737;GO:0005739;GO:0005777	GO:0005737;GO:0005739;GO:0005777	cytoplasm;mitochondrion;peroxisome
ctl-2	GO:0005737;GO:0005739;GO:0005777	GO:0005737;GO:0005739;GO:0005777	cytoplasm;mitochondrion;peroxisome
ctl-3	GO:0005737;GO:0005739;GO:0005777	GO:0005737;GO:0005739;GO:0005777	cytoplasm;mitochondrion;peroxisome
ctn-1	GO:0005737;GO:0005886;GO:0055120;GO:0071944	GO:0005737;GO:0005886	cytoplasm;plasma membrane
ctnb-1	GO:0005634;GO:0005681	GO:0005634;GO:0032991	nucleus;protein-containing complex
ctns-1	GO:0005764;GO:0005765;GO:0016020;GO:0031410;GO:0045335	GO:0005764;GO:0016020;GO:0031410	cytoplasmic vesicle;lysosome;membrane
ctps-1	GO:0005737;GO:0097268	GO:0005737	cytoplasm
cts-1	GO:0005739;GO:0005759	GO:0005739	mitochondrion
ctsa-1.1			
ctsa-1.2			
ctsa-2	GO:0045121	GO:0016020	membrane
ctsa-3.1	GO:0045121	GO:0016020	membrane
ctsa-3.2			
ctsa-4.1			
ctsa-4.2	GO:0016020;GO:0045121	GO:0016020	membrane
cua-1	GO:0005774;GO:0016020;GO:0005794;GO:0005802;GO:0005886	GO:0005794;GO:0005886;GO:0016020	Golgi apparatus;membrane;plasma membrane
cubn-1	GO:0005576	GO:0005576	extracellular region
cul-3	GO:0005634;GO:0005737;GO:0031463	GO:0005634;GO:0005737;GO:0032991	cytoplasm;nucleus;protein-containing complex
cul-4	GO:0080008	GO:0032991	protein-containing complex
cup-14	GO:0005768;GO:0005770	GO:0005768	endosome
cup-15	GO:0005829;GO:0016020	GO:0005829;GO:0016020	cytosol;membrane
cup-5	GO:0005764;GO:0005765;GO:0010008;GO:0016020;GO:0005768;GO:0036019;GO:0005886;GO:0031410	GO:0005764;GO:0005768;GO:0005886;GO:0016020;GO:0031410	cytoplasmic vesicle;endosome;lysosome;membrane;plasma membrane
cwf-19L1	GO:0071014	GO:0032991	protein-containing complex
cwn-1	GO:0005576;GO:0005615;GO:0005737;GO:0005886;GO:0016020	GO:0005576;GO:0005737;GO:0005886;GO:0016020	cytoplasm;extracellular region;membrane;plasma membrane
cwn-2	GO:0005576;GO:0005615	GO:0005576	extracellular region
cya-1	GO:0005634;GO:0005737;GO:0005815;GO:0097124	GO:0005634;GO:0005737;GO:0005815;GO:0032991	cytoplasm;microtubule organizing center;nucleus;protein-containing complex
cyb-1	GO:0000307;GO:0005634;GO:0005737;GO:0005815	GO:0005634;GO:0005737;GO:0005815;GO:0032991	cytoplasm;microtubule organizing center;nucleus;protein-containing complex
cyb-2.1	GO:0000307;GO:0005634;GO:0005737;GO:0005815	GO:0005634;GO:0005737;GO:0005815;GO:0032991	cytoplasm;microtubule organizing center;nucleus;protein-containing complex
cyb-2.2	GO:0000307;GO:0005634;GO:0005737;GO:0005815	GO:0005634;GO:0005737;GO:0005815;GO:0032991	cytoplasm;microtubule organizing center;nucleus;protein-containing complex
cyc-1	GO:0005739;GO:0005743;GO:0016020;GO:0045275	GO:0005739;GO:0016020;GO:0032991	membrane;mitochondrion;protein-containing complex
cyc-2.1	GO:0005739;GO:0005758;GO:0098803	GO:0005739;GO:0032991	mitochondrion;protein-containing complex
cyc-2.2	GO:0005739;GO:0005758	GO:0005739	mitochondrion
cyd-1	GO:0000307;GO:0097128;GO:0005634;GO:0005737;GO:0005815	GO:0005634;GO:0005737;GO:0005815;GO:0032991	cytoplasm;microtubule organizing center;nucleus;protein-containing complex
cye-1	GO:0000307;GO:0097134;GO:0000785;GO:0005634;GO:0005737;GO:0005814;GO:0005815;GO:0005856	GO:0005634;GO:0005737;GO:0005815;GO:0005856;GO:0032991;GO:0043226	cytoplasm;cytoskeleton;microtubule organizing center;nucleus;organelle;protein-containing complex
cyk-1	GO:0005826;GO:0005884;GO:0009898;GO:0032154	GO:0016020	membrane
cyk-4	GO:0005634;GO:0005819;GO:0005886;GO:0030496;GO:0051233;GO:1990023;GO:0032154;GO:0097149	GO:0005634;GO:0005886;GO:0016020;GO:0032991;GO:0043226	membrane;nucleus;organelle;plasma membrane;protein-containing complex
cyld-1	GO:0005737;GO:0005813;GO:0005829;GO:0048471	GO:0005737;GO:0005815;GO:0005829	cytoplasm;cytosol;microtubule organizing center
cyn-1	GO:0005737;GO:0005739;GO:0071013	GO:0005737;GO:0005739;GO:0032991	cytoplasm;mitochondrion;protein-containing complex
cyn-12	GO:0005634;GO:0071013	GO:0005634;GO:0032991	nucleus;protein-containing complex
cyn-16	GO:0005634;GO:0071013	GO:0005634;GO:0032991	nucleus;protein-containing complex
cyn-2	GO:0005737	GO:0005737	cytoplasm
cyn-3	GO:0005737	GO:0005737	cytoplasm
cyn-5	GO:0005737	GO:0005737	cytoplasm
cyn-6	GO:0005737	GO:0005737	cytoplasm
cyn-7	GO:0005737	GO:0005737	cytoplasm
cyp-13A1			
cyp-13A10	GO:0005575;GO:0016020	GO:0016020	membrane
cyp-13A11			
cyp-13A12			
cyp-13A2			
cyp-13A3			
cyp-13A4			
cyp-13A5			
cyp-13A6			
cyp-13A7			
cyp-13A8			
cyp-13B1	GO:0005575		
cyp-13B2			
cyp-14A1	GO:0016020	GO:0016020	membrane
cyp-14A2			
cyp-14A3			
cyp-14A4			
cyp-14A5			
cyp-23A1	GO:0005737;GO:0016020	GO:0005737;GO:0016020	cytoplasm;membrane
cyp-25A1	GO:0016020	GO:0016020	membrane
cyp-25A2			
cyp-25A3	GO:0016020	GO:0016020	membrane
cyp-25A4	GO:0016020	GO:0016020	membrane
cyp-29A3			
cyp-29A4			
cyp-31A2			
cyp-31A3	GO:0016020	GO:0016020	membrane
cyp-31A5			
cyp-32A1			
cyp-33A1	GO:0005737	GO:0005737	cytoplasm
cyp-33B1	GO:0005737	GO:0005737	cytoplasm
cyp-33C1	GO:0005737	GO:0005737	cytoplasm
cyp-33C11	GO:0005737	GO:0005737	cytoplasm
cyp-33C12	GO:0005737	GO:0005737	cytoplasm
cyp-33C2	GO:0005737	GO:0005737	cytoplasm
cyp-33C3	GO:0005737	GO:0005737	cytoplasm
cyp-33C4	GO:0005737	GO:0005737	cytoplasm
cyp-33C5	GO:0005737	GO:0005737	cytoplasm
cyp-33C6	GO:0005737	GO:0005737	cytoplasm
cyp-33C7	GO:0005737	GO:0005737	cytoplasm
cyp-33C8	GO:0005737	GO:0005737	cytoplasm
cyp-33C9	GO:0005737	GO:0005737	cytoplasm
cyp-33D1	GO:0005737	GO:0005737	cytoplasm
cyp-33D3	GO:0005737;GO:0016020	GO:0005737;GO:0016020	cytoplasm;membrane
cyp-33E1	GO:0005737	GO:0005737	cytoplasm
cyp-33E2	GO:0005737;GO:0043231	GO:0005737;GO:0043226	cytoplasm;organelle
cyp-34A1	GO:0005737	GO:0005737	cytoplasm
cyp-34A10	GO:0005737	GO:0005737	cytoplasm
cyp-34A2	GO:0005737	GO:0005737	cytoplasm
cyp-34A5	GO:0005737	GO:0005737	cytoplasm
cyp-34A6	GO:0005737	GO:0005737	cytoplasm
cyp-34A7	GO:0005737	GO:0005737	cytoplasm
cyp-34A8	GO:0005737	GO:0005737	cytoplasm
cyp-34A9	GO:0005737	GO:0005737	cytoplasm
cyp-35A1	GO:0005737	GO:0005737	cytoplasm
cyp-35A2	GO:0005737	GO:0005737	cytoplasm
cyp-35A3	GO:0005737	GO:0005737	cytoplasm
cyp-35A4	GO:0005737	GO:0005737	cytoplasm
cyp-35A5	GO:0005737	GO:0005737	cytoplasm
cyp-35B1	GO:0005737	GO:0005737	cytoplasm
cyp-35B2	GO:0005737	GO:0005737	cytoplasm
cyp-35B3	GO:0005737	GO:0005737	cytoplasm
cyp-35C1	GO:0005737	GO:0005737	cytoplasm
cyp-35D1	GO:0005737	GO:0005737	cytoplasm
cyp-36A1	GO:0005737;GO:0016020	GO:0005737;GO:0016020	cytoplasm;membrane
cyp-37A1	GO:0016020	GO:0016020	membrane
cyp-37B1	GO:0016020	GO:0016020	membrane
cyp-42A1	GO:0005783;GO:0005789;GO:0016020	GO:0005783;GO:0016020	endoplasmic reticulum;membrane
cyp-44A1			
cysl-2	GO:0005737	GO:0005737	cytoplasm
cytb-5.1	GO:0005783;GO:0005789;GO:0016020;GO:0048471	GO:0005783;GO:0016020	endoplasmic reticulum;membrane
daam-1			
daao-1	GO:0005737;GO:0005777;GO:0005782	GO:0005737;GO:0005777	cytoplasm;peroxisome
dab-1	GO:0005737;GO:0005938;GO:0005798;GO:0030136;GO:0005905;GO:0031982	GO:0005737;GO:0016020;GO:0031410;GO:0043226	cytoplasm;cytoplasmic vesicle;membrane;organelle
dach-1	GO:0005737	GO:0005737	cytoplasm
daf-1	GO:0005886;GO:0016020;GO:0048179	GO:0005886;GO:0016020;GO:0032991	membrane;plasma membrane;protein-containing complex
daf-10	GO:0005929;GO:0097730;GO:0030991;GO:0036064;GO:0042995	GO:0005815;GO:0005929;GO:0032991;GO:0042995	cell projection;cilium;microtubule organizing center;protein-containing complex
daf-12	GO:0005634	GO:0005634	nucleus
daf-15	GO:0005737;GO:0031931	GO:0005737;GO:0032991	cytoplasm;protein-containing complex
daf-16	GO:0005634;GO:0005737;GO:0005829	GO:0005634;GO:0005737;GO:0005829	cytoplasm;cytosol;nucleus
daf-18	GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0009898;GO:0043025;GO:0043204;GO:0016020;GO:0030424;GO:0030425;GO:0042995;GO:0062049	GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0016020;GO:0032991;GO:0042995;GO:0043005	cell projection;cytoplasm;cytosol;membrane;neuron projection;nucleus;plasma membrane;protein-containing complex
daf-19	GO:0005634	GO:0005634	nucleus
